,_latitude,_longitude,number_of_operators,number_of_available_trolleys,_title,_server_updated_at,_created_by,_updated_by,arrival_of_the_freight_vehicle,plates,company_if_visible,visit_purpose,type_of_vehicle,refrigerated_truck,type_of_cargo,departure_of_the_freight_vehicle,where_was_the_vehicle_parked,while_parked_was_the_engine_running,used_traffic_cone,vehicles_unloading_door,garage_blocking,accident,noise,traffic_congestion
154,19.0609536,-98.2297245,2,1,"1-17 Calle Tonanzintla
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:52:12 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,11:05,SM50071,Sin registro,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",11:10,Street - next to the curbside,no,no,Side,yes,no,no,no
155,19.0450400503,-98.2021663338,1,2,"304 Calle 5 Sur
Heroica Puebla de Zaragoza Puebla 72000
México",2022-11-16 17:49:25 UTC,Sergio Licea,Sergio Licea,11:38,XA1450A,Cocacola,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",11:49,Dedicated unloading area (Bay),yes,no,Side,no,no,no,no
156,19.0611708254,-98.2295349626,1,0,"9 Calle Tonanzintla
Puebla de Zaragoza PUE 72160
MX",2022-11-16 17:09:12 UTC,Jorge Alberto Ostorga Flores,Jorge Alberto Ostorga Flores,11:05,SP27753,La Taquiza,Delivery,SUV,no,"Meat (beef, poultry, pork, seafood, etc.)",11:15,Street - next to the curbside,no,no,Rear,no,no,no,no
157,19.0595062004,-98.2310728776,1,2,"39 Avenida Teziutlán Sur
Puebla de Zaragoza PUE 72160
MX",2022-11-16 17:09:12 UTC,Jorge Alberto Ostorga Flores,Jorge Alberto Ostorga Flores,10:47,SP15600,Sabritas,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",11:05,Street - next to the curbside,no,no,Rear,no,no,no,no
158,19.0613224,-98.2294891,1,1,"5A Calle Tonanzintla
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:14 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,11:00,KW57795,Lo Nuestro,Sales & delivery,Light truck or Van,no,Para eventos,11:15,Street - next to the curbside,no,no,Rear,no,no,no,no
159,19.0616278,-98.2309202,1,1,"16 Calle Aljojuca
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:14 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,10:42,23AM6F,Selecta,Delivery,Heavy duty truck,no,"Bakery (bread, cookies, cakes, etc.)",10:55,Double lane,yes,no,Rear,no,no,no,no
160,19.0592845,-98.2301643,1,1,"20B Avenida 3 Poniente
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:13 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,10:45,SP27768,La taquiza,Sales & delivery,Light truck or Van,no,"Meat (beef, poultry, pork, seafood, etc.)",10:55,Street - next to the curbside,no,no,Rear,no,no,no,no
161,19.058739,-98.2293531,1,1,"40 Calle Tepeaca
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:13 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,10:38,LB92995,Danone,Delivery,Light truck or Van,yes,"Dairy (milk, cheese, etc.)",10:44,Street - next to the curbside,no,no,Rear,no,no,no,no
162,19.0596459,-98.2281692,1,1,"19 San Martín Texmelucan
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:12 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,10:40,LC21282,UPS,Delivery,Pick-up,no,Nonfood,10:49,Double lane,no,no,Side,no,no,no,no
163,19.0586772,-98.2262099,1,1,"26 Calle Acatlán
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:12 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,10:23,SP29775,Gamesa,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.),Nonfood",10:30,Street - next to the curbside,no,no,Side,no,no,no,no
164,19.0593673,-98.225884,1,0,"3A Calle Acatlán
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 17:08:11 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,10:21,SN60903,Sin registro,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",10:22,Street - next to the curbside,no,no,Rear,yes,no,no,no
165,19.0517571,-98.2317668,2,2,"Calle 39 Sur
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-16 16:15:50 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,10:04,XA 1445 A,Coca cola,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",10:15,Street - next to the curbside,no,no,Side,yes,no,no,no
166,19.0607169,-98.2290099,1,1,"10 Calle Huauchinango
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-16 16:12:48 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,10:07,LC11378,Sin registro,Delivery,Pick-up,no,Nonfood,10:15,Street - next to the curbside,yes,no,Rear,no,no,no,no
167,19.061546,-98.2350645,1,2,"5311-5303 Avenida 3 Poniente
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-16 15:49:03 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,09:42,XX54116,Pepsi,Sales & delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",09:54,Street - next to the curbside,no,no,Side,yes,no,no,no
168,19.0455599176,-98.2039474045,1,0,"305 Calle 7 Sur
Puebla de Zaragoza PUE 72000
MX",2022-11-16 15:24:17 UTC,Sandra Carreón,Sandra Carreón,11:42,SP19462,Gamesa,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",11:49,Street - next to the curbside,no,no,Side,no,no,no,no
169,19.0458583458,-98.2033022493,2,2,"532 Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-16 15:24:16 UTC,Sandra Carreón,Sandra Carreón,11:37,SP14360,Pepsi,Delivery,Light truck or Van,yes,"Non-alcoholic beverages (water, soda, etc.)",12:58,Street - next to the curbside,no,no,Side,no,no,no,no
170,19.0453674324,-98.2021582872,2,2,"105 Calle 5 Sur
Puebla de Zaragoza PUE 72000
MX",2022-11-16 15:24:15 UTC,Sandra Carreón,Sandra Carreón,10:43,SM15226,Juntos+,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",10:58,Street - next to the curbside,no,no,Side,no,no,no,no
171,19.0551286,-98.2240469,1,0,"2 Avenida Teziutlan Norte
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-16 15:17:43 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,09:00,Si 72112,Panificados angelopolitana,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",09:18,Street - next to the curbside,no,no,Rear,no,no,no,no
172,19.0537905,-98.2248258,1,0,"224 Teziutlán Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-16 14:04:01 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,08:01,SM60946,Dilesh,Sales & delivery,Light truck or Van,yes,"Dairy (milk, cheese, etc.)",08:27,Street - next to the curbside,yes,no,Rear,no,no,no,no
173,19.0435952,-98.228491,1,0,"3107B Calle 31 Sur
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-16 02:55:53 UTC,Martin Luna,Martin Luna,12:55,0,Sin registro,Delivery,Motorcycle,no,"Bakery (bread, cookies, cakes, etc.)",12:57,Street - next to the curbside,no,no,Rear,no,no,no,no
174,19.0435574,-98.2285093,1,0,"3107B Calle 31 Sur
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-16 02:55:52 UTC,Martin Luna,Martin Luna,12:40,SP-38-769,Sin registro,Delivery,Light truck or Van,no,Produce (fruits & vegetables),12:55,Street - next to the curbside,no,no,Rear,no,no,no,no
175,19.0422433,-98.2306771,1,0,"3519 Calle 31 B Sur
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-16 02:55:51 UTC,Martin Luna,Martin Luna,12:27,SM-28-581,Pintex,Sales (usually small car or motorcycle),Light truck or Van,no,Nonfood,12:40,Street - next to the curbside,no,no,Rear,no,no,no,no
176,19.0435907002,-98.2285106837,1,0,"3107-B Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:55:51 UTC,Erwin Ruiz,Erwin Ruiz,12:45,SN-16-160,Sin registro,Delivery,Light truck or Van,no,Produce (fruits & vegetables),13:00,Street - next to the curbside,no,no,Rear,no,no,no,no
177,19.0460863,-98.2256545,2,1,"2911 Avenida 25 Poniente
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-16 02:55:51 UTC,Martin Luna,Martin Luna,14:00,SP-16-553,VIVER: Agua de manantial,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",14:39,Double lane,no,no,Rear,no,no,no,yes
178,19.0429727968,-98.2205807414,1,0,"2506 Calle 23 Sur
Puebla de Zaragoza PUE 72410
MX",2022-11-16 02:55:50 UTC,Erwin Ruiz,Erwin Ruiz,16:28,XX-22-202,Bachoco,Delivery,Light truck or Van,yes,"Meat (beef, poultry, pork, seafood, etc.)",16:35,On top of a sidewalk,yes,no,Rear,no,no,no,no
179,19.0454045,-98.2243523,2,0,"2711 Avenida 25 Poniente
Heroica Puebla de Zaragoza Puebla 72410
México",2022-11-16 02:55:49 UTC,Martin Luna,Martin Luna,14:10,SP-14-378,Epura,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",14:30,Street - next to the curbside,no,no,Side,no,no,no,no
180,19.0451654,-98.2257501,1,0,"2904 Avenida 27 Poniente
Heroica Puebla de Zaragoza Puebla 72400
México",2022-11-16 02:55:49 UTC,Martin Luna,Martin Luna,13:52,SP-31-019,Bimbo,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",14:05,Street - next to the curbside,no,no,Rear,yes,no,no,no
181,19.0459750184,-98.2270032791,2,1,"2503–2505 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:44 UTC,Hiram Arellano,Hiram Arellano,15:00,TSU-803-A,Dodge,Sales & delivery,Light truck or Van,no,Produce (fruits & vegetables),15:17,Street - next to the curbside,no,no,Side,no,no,no,no
182,19.0459459071,-98.2270237811,1,0,"2503–2505 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:43 UTC,Hiram Arellano,Hiram Arellano,15:10,TWU-347-A,Chevrolet,Sales (usually small car or motorcycle),SUV,no,Ferreteria,15:13,Double lane,yes,no,Side,yes,no,yes,yes
183,19.0459647728,-98.2270719812,1,0,"2503 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:42 UTC,Hiram Arellano,Hiram Arellano,15:08,TUZ-829-A,Mazda,Sales (usually small car or motorcycle),SUV,no,Tuberia de baño,15:13,On top of a sidewalk,no,no,Side,no,no,yes,no
184,19.0459660627,-98.2268874162,2,0,"2503–2505 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:42 UTC,Hiram Arellano,Hiram Arellano,14:59,2,Bmw,Sales (usually small car or motorcycle),Automobile,no,Tuberia de baño,15:06,Double lane,yes,no,Side,no,no,yes,yes
185,19.0459934942,-98.2268531483,1,0,"2503–2505 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:41 UTC,Hiram Arellano,Hiram Arellano,14:54,TYT-65-84,Kia,Sales (usually small car or motorcycle),SUV,no,"Meat (beef, poultry, pork, seafood, etc.)",15:02,Street - next to the curbside,no,no,Side,no,no,no,no
186,19.046261441,-98.2268978097,2,0,"2503–2505 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:41 UTC,Hiram Arellano,Hiram Arellano,14:47,TPE-940-B,Chevrolet,Sales (usually small car or motorcycle),Automobile,no,Nonfood,14:55,Street - next to the curbside,no,no,Rear,no,no,no,no
187,19.0459663142,-98.2269603387,1,1,"2503–2505 Calle 31 Sur
Puebla de Zaragoza PUE 72400
MX",2022-11-16 02:54:40 UTC,Hiram Arellano,Hiram Arellano,14:43,YJJ-292-C,Bmw,Sales (usually small car or motorcycle),Automobile,no,"Nonfood,Other",14:45,On top of a sidewalk,no,no,Side,no,no,no,no
188,19.0645911964,-98.3093802632,2,0,"207B Calle 5 Norte
Cholula PUE 72764
MX",2022-11-15 22:57:17 UTC,Harry Hernández,Harry Hernández,16:55,2,Sin registro,Delivery,Light truck or Van,no,Nonfood,17:00,On top of a sidewalk,no,no,Side,no,no,no,no
189,19.0318539077,-98.2501215488,1,0,"111 A. Serdán
Heroica Puebla de Zaragoza Puebla 72197
México",2022-11-15 20:17:00 UTC,Ismael López,Ismael López,13:12,SP-01-580,Sabritas,Delivery,Light truck or Van,no,Potato Chips,13:18,Street - next to the curbside,no,no,Rear,no,no,no,no
190,19.0312655,-98.2500405,1,0,"11-109 Avenida Aquiles Serdán
Heroica Puebla de Zaragoza Puebla 72197
México",2022-11-15 20:16:59 UTC,Ismael López,Ismael López,12:52,SP-01-580,Sabritas,Delivery,Light truck or Van,no,Potato Chips,13:11,Street - next to the curbside,no,no,Rear,no,no,no,no
191,19.0317836,-98.2499744,3,0,"111 Avenida Aquiles Serdán
Heroica Puebla de Zaragoza Puebla 72197
México",2022-11-15 20:16:59 UTC,Ismael López,Ismael López,12:13,XB-7892-A,Sin registro,Delivery,Light truck or Van,no,"Harina, Maiz",13:11,Street - next to the curbside,no,no,Rear,no,no,no,no
192,19.0312233,-98.250065,1,0,"20 Guadálupe Victoria
Heroica Puebla de Zaragoza Puebla 72197
México",2022-11-15 20:16:58 UTC,Ismael López,Ismael López,11:45,XW-85-135,Tamariz,Delivery,Light truck or Van,no,"Enlatados,Non-alcoholic beverages (water, soda, etc.)",13:26,Street - next to the curbside,no,no,Rear,no,no,no,no
193,19.0254858473,-98.2499456507,2,1,"723 Avenida Aquiles Serdán
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-15 19:27:11 UTC,Miguel Burgos,Miguel Burgos,13:16,788ETB,Sin registro,Sales & delivery,Heavy duty truck,yes,"Bakery (bread, cookies, cakes, etc.),Dairy (milk, cheese, etc.),Meat (beef, poultry, pork, seafood, etc.)",13:27,Street - next to the curbside,yes,no,Rear,no,no,no,no
194,19.0310044761,-98.2499142411,2,1,"145 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-15 19:27:11 UTC,Miguel Burgos,Miguel Burgos,13:10,SP01580,Sabritas,Sales & delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",13:11,Street - next to the curbside,no,no,Rear,no,no,no,no
195,19.0255734654,-98.2491061341,1,0,"4–1634 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-15 19:27:09 UTC,Miguel Burgos,Miguel Burgos,12:51,64TTS,Sin registro,Sales & delivery,Motorcycle,no,Produce (fruits & vegetables),12:53,Street - next to the curbside,no,no,Rear,no,no,no,no
196,19.0265000028,-98.2500808561,1,0,"15 Calle Gustavo Díaz Ordaz
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-15 19:27:08 UTC,Miguel Burgos,Miguel Burgos,12:41,F76X8,Sin registro,Sales (usually small car or motorcycle),Motorcycle,no,"Dairy (milk, cheese, etc.)",12:46,Street - next to the curbside,no,no,Rear,no,no,no,no
197,19.0298452369,-98.249928817,2,1,"20 Avenida Aquiles Serdán
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-15 19:27:08 UTC,Miguel Burgos,Miguel Burgos,12:21,XW85135,Tamaras,Sales & delivery,Pick-up,no,"Bakery (bread, cookies, cakes, etc.)",12:25,On top of a sidewalk,no,no,Rear,no,no,no,no
198,19.0235413934,-98.249948211,1,2,"917 Avenida Aquiles Serdán
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-15 19:27:08 UTC,Miguel Burgos,Miguel Burgos,12:34,HB88464B,Sin registro,Sales & delivery,Pick-up,no,Nonfood,12:40,Street - next to the curbside,no,no,Rear,yes,no,no,no
199,19.0247318198,-98.2498607515,1,0,"234 Avenida Aquiles Serdán
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-15 19:27:07 UTC,Miguel Burgos,Miguel Burgos,12:33,GHH3H,Lala,Sales (usually small car or motorcycle),Motorcycle,no,Produce (fruits & vegetables),12:37,Street - next to the curbside,no,no,Rear,no,no,no,no
200,19.0305848388,-98.2460767776,1,0,"123 Boulevard Andromeda
San Bernardino Tlaxcalancingo PUE 72835
MX",2022-11-14 21:56:32 UTC,Leoncio Mora Díaz,Ulises Núñez Bautista,13:26,SN56338,Pipa de agua ,Delivery,Heavy duty truck,no,Water,13:38,Double lane,yes,no,Rear,no,no,no,no
201,19.0435197173,-98.2012164598,1,0,"503 1 Calle 3 Sur
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:44 UTC,Fernando Báez,Fernando Báez,11:29,SN29118,Pringles ,Sales & delivery,SUV,no,"Bakery (bread, cookies, cakes, etc.)",11:30,Street - next to the curbside,no,no,Rear,yes,no,no,no
202,19.0422319997,-98.2018907669,1,1,"702–710 Calle 3 Sur
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:43 UTC,Fernando Báez,Fernando Báez,11:23,SM15226,Coca-cola,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",11:27,Street - next to the curbside,no,no,Side,no,no,no,yes
203,19.0417790728,-98.2001949894,1,0,"703D Calle 16 de Septiembre
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:43 UTC,Fernando Báez,Fernando Báez,11:18,HH3192D,Marinela,Sales & delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",11:21,Street - next to the curbside,no,no,Side,no,no,no,yes
204,19.0452351569,-98.2003267275,2,1,"305 Avenida Reforma
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:42 UTC,Fernando Báez,Fernando Báez,11:08,SN56381,La flor de Loreto ,Sales & delivery,Pick-up,no,"Bakery (bread, cookies, cakes, etc.)",11:15,Street - next to the curbside,no,no,Rear,no,no,no,no
205,19.0454318494,-98.1984406914,1,0,"106 Avenida 2 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:42 UTC,Fernando Báez,Fernando Báez,10:59,XE7104A,Coca-Cola,Sales & delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",11:09,Street - next to the curbside,no,no,Side,no,no,no,no
206,19.0431186735,-98.1954367084,2,1,"2 Calle 4 Norte
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:41 UTC,Fernando Báez,Fernando Báez,10:42,SN58171,Sin registro,Sales & delivery,Pick-up,no,Nonfood,10:49,Street - next to the curbside,no,no,Rear,no,no,no,no
207,19.0435677487,-98.1949176021,1,0,"404B Avenida 2 Oriente
Puebla de Zaragoza PUE 72000
MX",2022-11-14 13:47:40 UTC,Fernando Báez,Fernando Báez,10:35,XB98517,Sin registro,Sales & delivery,Pick-up,no,"Meat (beef, poultry, pork, seafood, etc.)",10:36,Street - next to the curbside,no,no,Rear,no,no,no,no
208,19.0627278,-98.2287272,1,1,"4503 Avenida 2 Poniente
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-14 12:13:00 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,11:45,SK56475,Sin registro,Delivery,Light truck or Van,no,Produce (fruits & vegetables),12:10,Street - next to the curbside,no,no,Rear,no,no,no,no
209,19.0568933787,-98.2334894708,1,1,"73 Calle Almolonga
Puebla de Zaragoza PUE 72160
MX",2022-11-12 22:15:04 UTC,Salomon Abdala Perez,Salomon Abdala Perez,14:00,KB-7050-A,Ricolino,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",14:10,Street - next to the curbside,no,no,Side,yes,no,no,no
210,19.0568494313,-98.233483903,2,1,"72 Calle Almolonga
Puebla de Zaragoza PUE 72160
MX",2022-11-12 20:41:39 UTC,Jorge Alberto Ostorga Flores,Jorge Alberto Ostorga Flores,13:50,XC8687A,Marinela,Delivery,Heavy duty truck,no,"Bakery (bread, cookies, cakes, etc.)",14:10,Street - next to the curbside,no,no,Rear,no,no,no,no
211,19.0596775,-98.2339161,1,0,"4510 Vía Volkswagen
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-12 18:02:57 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,11:47,SM 20745,La fete,Delivery,Pick-up,yes,"Bakery (bread, cookies, cakes, etc.)",12:13,Street - next to the curbside,no,no,Side,no,no,no,no
212,19.0626948,-98.2285674,1,2,"4501A Avenida 2 Poniente
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-12 17:55:44 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,11:45,SP35169,Barcel,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.),Nonfood",11:53,Street - next to the curbside,yes,no,Rear,yes,no,no,no
213,19.0627239,-98.231397,2,2,"4717 Avenida Reforma
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:55:44 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,11:41,SN89460,Sin registro,Delivery,Light truck or Van,no,sillas y mesas para eventos ,12:00,Dedicated unloading area (Bay),no,no,Rear,no,no,no,no
214,19.0593853,-98.232277,2,3,"55 Calle Aljojuca
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:32:23 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,11:00,SN16796,Sin registro,Delivery,Heavy duty truck,no,muebles,11:26,Street - next to the curbside,no,no,Rear,no,no,no,no
215,19.0610519,-98.2314082,1,1,"247 Avenida Reforma Sur
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:25:22 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,11:19,SN24486,Agua inmaculada,Sales & delivery,Automobile,no,"Non-alcoholic beverages (water, soda, etc.)",11:40,Street - next to the curbside,no,no,Rear,no,no,no,no
216,19.057338,-98.2243023,3,2,"3133 Tetela
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:01:03 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,09:30,RR6807A,Lala,Delivery,Heavy duty truck,yes,"Dairy (milk, cheese, etc.)",11:20,Dedicated unloading area (Bay),no,no,Rear,no,no,no,no
217,19.057425,-98.2241354,2,2,"3319 Avenida Reforma Sur
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 17:01:02 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,10:40,XB0704A,Pilgrim,Delivery,Heavy duty truck,yes,"Dairy (milk, cheese, etc.)",10:55,Street - next to the curbside,no,no,Rear,no,no,no,no
218,19.0531093,-98.2297262,3,2,"152 Calle Tehuacán Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-12 16:56:51 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,10:37,XA 1445 A,Coca colá ,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",11:00,Street - next to the curbside,no,no,Side,no,no,no,no
219,19.0620703,-98.2274024,1,1,"43 Calle 43 Norte
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-12 16:54:10 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,10:28,XA49337,Sin registro,Sales & delivery,Light truck or Van,no,Produce (fruits & vegetables),10:30,On top of a sidewalk,yes,no,Rear,yes,no,yes,no
220,19.0517539,-98.2326791,2,0,"3916 Avenida 21 Poniente
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-12 16:45:34 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,10:35,SP 28 423,Sin registro,Sales & delivery,SUV,no,"Non-alcoholic beverages (water, soda, etc.),Personal care (shampoo, soap, etc.)",10:55,Street - next to the curbside,no,no,Side,no,no,no,no
221,19.0529867,-98.2339776,1,0,"1906 Avenida Rosendo Márquez
Heroica Puebla de Zaragoza Puebla 72180
Mexico",2022-11-12 16:40:10 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,10:22,SN 91 675,Sin registro,Delivery,SUV,no,"Dairy (milk, cheese, etc.)",10:43,Store's garage,no,no,Rear,no,no,no,no
222,19.0611275,-98.2255224,1,1,"3910 Avenida 2 Poniente
Heroica Puebla de Zaragoza Puebla 72070
México",2022-11-12 16:28:11 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,09:50,SN70204,Sin registro,Sales & delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",10:30,Public parking lot,no,no,Rear,no,no,no,no
223,19.0553701,-98.2301393,4,1,"Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-12 16:23:43 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,10:11,Sn 16767,Eventos galish,Delivery,Light truck or Van,no,Nonfood,10:38,Street - next to the curbside,no,no,Rear,no,no,no,no
224,19.0590599,-98.2282945,1,1,"28a San Martín Texmelucan
Heroica Puebla de Zaragoza Puebla 72160
México",2022-11-12 16:01:34 UTC,Luis Gerardo Ramírez Lastra,Luis Gerardo Ramírez Lastra,09:56,SP30072,Sin registro,Sales & delivery,Light truck or Van,no,Flores,10:20,Public parking lot,no,no,Rear,no,no,no,no
225,19.0532046,-98.2271538,1,0,"45 Teziutlán Sur
Heroica Puebla de Zaragoza Puebla 72160
Mexico",2022-11-12 16:00:49 UTC,Juan Carlos Bejarano Moreno,Juan Carlos Bejarano Moreno,09:46,809 WNH,Breaking Bread Coffee,Delivery,Pick-up,no,"Bakery (bread, cookies, cakes, etc.)",10:06,Public parking lot,no,yes,Side,no,no,no,no
226,19.0201596556,-98.2170412377,2,1,"5535 Calle 5 Sur
Puebla PUE 72440
MX",2022-11-12 15:37:22 UTC,José Zapata,José Zapata,09:26,SP01581,Sabritas,Sales & delivery,Light truck or Van,no,Chips ,09:32,Street - next to the curbside,no,no,Rear,no,no,no,no
227,19.045889033,-98.2034983859,2,1,"535B Avenida 3 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-12 15:11:00 UTC,Sandra Carreón,Martínez Edwin Alejandro,12:22,XE7105A,Coca-Cola,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",12:28,Double lane,yes,no,Side,no,no,no,yes
228,19.0453107361,-98.1986525472,2,2,"105 5 Avenida 2 Poniente
Puebla de Zaragoza PUE 72000
MX",2022-11-12 15:11:00 UTC,José Oropeza,Martínez Edwin Alejandro,11:00,SK-19-310,Sin registro,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",11:19,Street - next to the curbside,no,no,Side,no,no,no,no
229,19.018541,-98.21787,4,1,"5756 Calle 5 Sur
Puebla de Zaragoza PUE 72440
MX",2022-11-12 15:10:59 UTC,José Zapata,Martínez Edwin Alejandro,10:31,HJ5434F,Marinela,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",10:52,Street - next to the curbside,no,no,Rear,no,no,no,no
